-1.7,1.7,-2.89,-2.59079
-1.7,1.8,-3.06,-2.69076
-1.7,1.9,-3.23,-2.78371
-1.6,-2,3.2,2.81762
-1.6,-1.9,3.04,2.72863
-1.6,-1.8,2.88,2.63304
-1.6,-1.7,2.72,2.53087
-1.6,-1.6,2.56,2.42218
-1.6,-1.5,2.4,2.30708
-1.6,-1.4,2.24,2.18568
-1.6,-1.3,2.08,2.05816
-1.6,-1.2,1.92,1.92472
-1.6,-1.1,1.76,1.78562
-1.6,-1,1.6,1.64115
-1.6,-0.9,1.44,1.49165
-1.6,-0.8,1.28,1.33749
-1.6,-0.7,1.12,1.1791
-1.6,-0.6,0.96,1.01694
-1.6,-0.5,0.8,0.851507
-1.6,-0.4,0.64,0.683331
-1.6,-0.3,0.48,0.512976
-1.6,-0.2,0.32,0.341024
-1.6,-0.1,0.16,0.16808
-1.6,6.38378e-16,-1.02141e-15,-0.00524373
-1.6,0.1,-0.16,-0.178327
-1.6,0.2,-0.32,-0.350551
-1.6,0.3,-0.48,-0.521307
-1.6,0.4,-0.64,-0.689998
-1.6,0.5,-0.8,-0.856051
-1.6,0.6,-0.96,-1.01892
-1.6,0.7,-1.12,-1.17808
-1.6,0.8,-1.28,-1.33305
-1.6,0.9,-1.44,-1.48339
-1.6,1,-1.6,-1.6287
-1.6,1.1,-1.76,-1.76861
-1.6,1.2,-1.92,-1.90281
-1.6,1.3,-2.08,-2.03103
-1.6,1.4,-2.24,-2.15303
-1.6,1.5,-2.4,-2.26863
-1.6,1.6,-2.56,-2.37768
-1.6,1.7,-2.72,-2.48006
-1.6,1.8,-2.88,-2.57571
-1.6,1.9,-3.04,-2.66457
-1.5,-2,3,2.68401
-1.5,-1.9,2.85,2.59926
-1.5,-1.8,2.7,2.50817
-1.5,-1.7,2.55,2.41079
-1.5,-1.6,2.4,2.30718
-1.5,-1.5,2.25,2.19743
-1.5,-1.4,2.1,2.08168
-1.5,-1.3,1.95,1.96009
-1.5,-1.2,1.8,1.83288
-1.5,-1.1,1.65,1.70029
-1.5,-1,1.5,1.56259
-1.5,-0.9,1.35,1.42013
-1.5,-0.8,1.2,1.27326
-1.5,-0.7,1.05,1.12238
-1.5,-0.6,0.9,0.96794
-1.5,-0.5,0.75,0.810407
-1.5,-0.4,0.6,0.650287
-1.5,-0.3,0.45,0.488109
-1.5,-0.2,0.3,0.324427
-1.5,-0.1,0.15,0.159808
-1.5,6.38378e-16,-9.57567e-16,-0.00516925
-1.5,0.1,-0.15,-0.169919
-1.5,0.2,-0.3,-0.33386
-1.5,0.3,-0.45,-0.496416
-1.5,0.4,-0.6,-0.657024
-1.5,0.5,-0.75,-0.81514
-1.5,0.6,-0.9,-0.970246
-1.5,0.7,-1.05,-1.12185
-1.5,0.8,-1.2,-1.26949
-1.5,0.9,-1.35,-1.41274
-1.5,1,-1.5,-1.55121
-1.5,1.1,-1.65,-1.68457
-1.5,1.2,-1.8,-1.81249
-1.5,1.3,-1.95,-1.93472
-1.5,1.4,-2.1,-2.05102
-1.5,1.5,-2.25,-2.16121
-1.5,1.6,-2.4,-2.26514
-1.5,1.7,-2.55,-2.36269
-1.5,1.8,-2.7,-2.45379
-1.5,1.9,-2.85,-2.53838
-1.4,-2,2.8,2.54316
-1.4,-1.9,2.66,2.46284
-1.4,-1.8,2.52,2.37649
-1.4,-1.7,2.38,2.28413
-1.4,-1.6,2.24,2.18585
-1.4,-1.5,2.1,2.08175
-1.4,-1.4,1.96,1.97196
-1.4,-1.3,1.82,1.85664
-1.4,-1.2,1.68,1.73599
-1.4,-1.1,1.54,1.61027
-1.4,-1,1.4,1.47973
-1.4,-0.9,1.26,1.3447
-1.4,-0.8,1.12,1.20552
-1.4,-0.7,0.98,1.06258
-1.4,-0.6,0.84,0.916286
-1.4,-0.5,0.7,0.767091
-1.4,-0.4,0.56,0.615469
-1.4,-0.3,0.42,0.461919
-1.4,-0.2,0.28,0.306958
-1.4,-0.1,0.14,0.15112
-1.4,6.38378e-16,-8.9373e-16,-0.00505258
-1.4,0.1,-0.14,-0.161013
-1.4,0.2,-0.28,-0.316215
-1.4,0.3,-0.42,-0.470119
-1.4,0.4,-0.56,-0.622196
-1.4,0.5,-0.7,-0.771937
-1.4,0.6,-0.84,-0.91885
-1.4,0.7,-0.98,-1.06247
-1.4,0.8,-1.12,-1.20236
-1.4,0.9,-1.26,-1.33813
-1.4,1,-1.4,-1.46939
-1.4,1.1,-1.54,-1.59581
-1.4,1.2,-1.68,-1.71711
-1.4,1.3,-1.82,-1.83301
-1.4,1.4,-1.96,-1.94331
-1.4,1.5,-2.1,-2.0478
-1.4,1.6,-2.24,-2.14634
-1.4,1.7,-2.38,-2.23882
-1.4,1.8,-2.52,-2.32514
-1.4,1.9,-2.66,-2.40527
-1.3,-2,2.6,2.39523
-1.3,-1.9,2.47,2.31955
-1.3,-1.8,2.34,2.23814
-1.3,-1.7,2.21,2.15107
-1.3,-1.6,2.08,2.05839
-1.3,-1.5,1.95,1.96022
-1.3,-1.4,1.82,1.85669
-1.3,-1.3,1.69,1.74796
-1.3,-1.2,1.56,1.63423
-1.3,-1.1,1.43,1.51573
-1.3,-1,1.3,1.39273
-1.3,-0.9,1.17,1.26551
-1.3,-0.8,1.04,1.13442
-1.3,-0.7,0.91,0.999814
-1.3,-0.6,0.78,0.862083
-1.3,-0.5,0.65,0.721647
-1.3,-0.4,0.52,0.578951
-1.3,-0.3,0.39,0.43446
-1.3,-0.2,0.26,0.288656
-1.3,-0.1,0.13,0.142036
-1.3,6.38378e-16,-8.29892e-16,-0.00489511
-1.3,0.1,-0.13,-0.151628
-1.3,0.2,-0.26,-0.297655
-1.3,0.3,-0.39,-0.442474
-1.3,0.4,-0.52,-0.585592
-1.3,0.5,-0.65,-0.726531
-1.3,0.6,-0.78,-0.864834
-1.3,0.7,-0.91,-1.00006
-1.3,0.8,-1.04,-1.13181
-1.3,0.9,-1.17,-1.2597
-1.3,1,-1.3,-1.38337
-1.3,1.1,-1.43,-1.5025
-1.3,1.2,-1.56,-1.61682
-1.3,1.3,-1.69,-1.72608
-1.3,1.4,-1.82,-1.83005
-1.3,1.5,-1.95,-1.92855
-1.3,1.6,-2.08,-2.02144
-1.3,1.7,-2.21,-2.1086
-1.3,1.8,-2.34,-2.18993
-1.3,1.9,-2.47,-2.26539
-1.2,-2,2.4,2.24044
-1.2,-1.9,2.28,2.16958
-1.2,-1.8,2.16,2.09336
-1.2,-1.7,2.04,2.0118
-1.2,-1.6,1.92,1.925
-1.2,-1.5,1.8,1.83305
-1.2,-1.4,1.68,1.73608
-1.2,-1.3,1.56,1.63426
-1.2,-1.2,1.44,1.52778
-1.2,-1.1,1.32,1.41686
-1.2,-1,1.2,1.30174
-1.2,-0.9,1.08,1.18272
-1.2,-0.8,0.96,1.0601
-1.2,-0.7,0.84,0.934223
-1.2,-0.6,0.72,0.805452
-1.2,-0.5,0.6,0.674178
-1.2,-0.4,0.48,0.540815
-1.2,-0.3,0.36,0.405794
-1.2,-0.2,0.24,0.269561
-1.2,-0.1,0.12,0.132574
-1.2,6.38378e-16,-7.66054e-16,-0.00469843
-1.2,0.1,-0.12,-0.141788
-1.2,0.2,-0.24,-0.278225
-1.2,0.3,-0.36,-0.413546
-1.2,0.4,-0.48,-0.547294
-1.2,0.5,-0.6,-0.679027
-1.2,0.6,-0.72,-0.808319
-1.2,0.7,-0.84,-0.934766
-1.2,0.8,-0.96,-1.05798
-1.2,0.9,-1.08,-1.17761
-1.2,1,-1.2,-1.29333
-1.2,1.1,-1.32,-1.40482
-1.2,1.2,-1.44,-1.51183
-1.2,1.3,-1.56,-1.61411
-1.2,1.4,-1.68,-1.71146
-1.2,1.5,-1.8,-1.80369
-1.2,1.6,-1.92,-1.89066
-1.2,1.7,-2.04,-1.97225
-1.2,1.8,-2.16,-2.04838
-1.2,1.9,-2.28,-2.11897
-1.1,-2,2.2,2.07904
-1.1,-1.9,2.09,2.01322
-1.1,-1.8,1.98,1.94239
-1.1,-1.7,1.87,1.86659
-1.1,-1.6,1.76,1.78592
-1.1,-1.5,1.65,1.70047
-1.1,-1.4,1.54,1.61037
-1.1,-1.3,1.43,1.51578
-1.1,-1.2,1.32,1.41687
-1.1,-1.1,1.21,1.31386
-1.1,-1,1.1,1.20699
-1.1,-0.9,0.99,1.09652
-1.1,-0.8,0.88,0.982734
-1.1,-0.7,0.77,0.865957
-1.1,-0.6,0.66,0.746524
-1.1,-0.5,0.55,0.624796
-1.1,-0.4,0.44,0.501153
-1.1,-0.3,0.33,0.37599
-1.1,-0.2,0.22,0.249719
-1.1,-0.1,0.11,0.122758
-1.1,6.38378e-16,-7.02216e-16,-0.00446438
-1.1,0.1,-0.11,-0.131518
-1.1,0.2,-0.22,-0.257974
-1.1,0.3,-0.33,-0.383407
-1.1,0.4,-0.44,-0.507397
-1.1,0.5,-0.55,-0.62954
-1.1,0.6,-0.66,-0.749442
-1.1,0.7,-0.77,-0.866729
-1.1,0.8,-0.88,-0.981047
-1.1,0.9,-0.99,-1.09206
-1.1,1,-1.1,-1.19947
-1.1,1.1,-1.21,-1.30298
-1.1,1.2,-1.32,-1.40235
-1.1,1.3,-1.43,-1.49735
-1.1,1.4,-1.54,-1.58777
-1.1,1.5,-1.65,-1.67345
-1.1,1.6,-1.76,-1.75424
-1.1,1.7,-1.87,-1.83003
-1.1,1.8,-1.98,-1.90073
-1.1,1.9,-2.09,-1.96627
-1,-2,2,1.91136
-1,-1.9,1.9,1.85076
-1,-1.8,1.8,1.78554
-1,-1.7,1.7,1.71575
-1,-1.6,1.6,1.64146
-1,-1.5,1.5,1.56278
-1,-1.4,1.4,1.47984
-1,-1.3,1.3,1.39277
-1,-1.2,1.2,1.30175
-1,-1.1,1.1,1.20698
-1,-1,1,1.10869
-1,-0.9,0.9,1.0071
-1,-0.8,0.8,0.902506
-1,-0.7,0.7,0.795184
-1,-0.6,0.6,0.685446
-1,-0.5,0.5,0.573624
-1,-0.4,0.4,0.460063
-1,-0.3,0.3,0.345124
-1,-0.2,0.2,0.229179
-1,-0.1,0.1,0.11261
-1,6.38378e-16,-6.38378e-16,-0.00419504
-1,0.1,-0.1,-0.120847
-1,0.2,-0.2,-0.236956
-1,0.3,-0.3,-0.352135
-1,0.4,-0.4,-0.466006
-1,0.5,-0.5,-0.578196
-1,0.6,-0.6,-0.68835
-1,0.7,-0.7,-0.796125
-1,0.8,-0.8,-0.901195
-1,0.9,-0.9,-1.00326
-1,1,-1,-1.10202
-1,1.1,-1.1,-1.19723
-1,1.2,-1.2,-1.28865
-1,1.3,-1.3,-1.37606
-1,1.4,-1.4,-1.45927
-1,1.5,-1.5,-1.53813
-1,1.6,-1.6,-1.61249
-1,1.7,-1.7,-1.68225
-1,1.8,-1.8,-1.7473
-1,1.9,-1.9,-1.8076
-0.9,-2,1.8,1.73776
-0.9,-1.9,1.71,1.68258
-0.9,-1.8,1.62,1.62318
-0.9,-1.7,1.53,1.55962
-0.9,-1.6,1.44,1.49196
-0.9,-1.5,1.35,1.42031
-0.9,-1.4,1.26,1.34479
-0.9,-1.3,1.17,1.26554
-0.9,-1.2,1.08,1.18271
-0.9,-1.1,0.99,1.09649
-0.9,-1,0.9,1.00708
-0.9,-0.9,0.81,0.91471
-0.9,-0.8,0.72,0.819625
-0.9,-0.7,0.63,0.722086
-0.9,-0.6,0.54,0.622377
-0.9,-0.5,0.45,0.520796
-0.9,-0.4,0.36,0.417653
-0.9,-0.3,0.27,0.313275
-0.9,-0.2,0.18,0.207996
-0.9,-0.1,0.09,0.102157
-0.9,6.38378e-16,-5.7454e-16,-0.00389269
-0.9,0.1,-0.09,-0.109804
-0.9,0.2,-0.18,-0.215228
-0.9,0.3,-0.27,-0.319817
-0.9,0.4,-0.36,-0.42323
-0.9,0.5,-0.45,-0.525135
-0.9,0.6,-0.54,-0.625208
-0.9,0.7,-0.63,-0.72314
-0.9,0.8,-0.72,-0.818637
-0.9,0.9,-0.81,-0.91142
-0.9,1,-0.9,-1.00123
-0.9,1.1,-0.99,-1.08783
-0.9,1.2,-1.08,-1.171
-0.9,1.3,-1.17,-1.25053
-0.9,1.4,-1.26,-1.32627
-0.9,1.5,-1.35,-1.39805
-0.9,1.6,-1.44,-1.46574
-0.9,1.7,-1.53,-1.52924
-0.9,1.8,-1.62,-1.58845
-0.9,1.9,-1.71,-1.64333
-0.8,-2,1.6,1.55868
-0.8,-1.9,1.52,1.50909
-0.8,-1.8,1.44,1.45571
-0.8,-1.7,1.36,1.39859
-0.8,-1.6,1.28,1.3378
-0.8,-1.5,1.2,1.27343
-0.8,-1.4,1.12,1.20559
-0.8,-1.3,1.04,1.13442
-0.8,-1.2,0.96,1.06005
-0.8,-1.1,0.88,0.982667
-0.8,-1,0.8,0.902443
-0.8,-0.9,0.72,0.819585
-0.8,-0.8,0.64,0.734312
-0.8,-0.7,0.56,0.646863
-0.8,-0.6,0.48,0.557489
-0.8,-0.5,0.4,0.466455
-0.8,-0.4,0.32,0.37404
-0.8,-0.3,0.24,0.280531
-0.8,-0.2,0.16,0.186225
-0.8,-0.1,0.08,0.091426
-0.8,6.38378e-16,-5.10703e-16,-0.00355983
-0.8,0.1,-0.08,-0.0984225
-0.8,0.2,-0.16,-0.192853
-0.8,0.3,-0.24,-0.286543
-0.8,0.4,-0.32,-0.379191
-0.8,0.5,-0.4,-0.470502
-0.8,0.6,-0.48,-0.560189
-0.8,0.7,-0.56,-0.647975
-0.8,0.8,-0.64,-0.733598
-0.8,0.9,-0.72,-0.816808
-0.8,1,-0.8,-0.897372
-0.8,1.1,-0.88,-0.975074
-0.8,1.2,-0.96,-1.04972
-0.8,1.3,-1.04,-1.12112
-0.8,1.4,-1.12,-1.18911
-0.8,1.5,-1.2,-1.25357
-0.8,1.6,-1.28,-1.31437
-0.8,1.7,-1.36,-1.3714
-0.8,1.8,-1.44,-1.42458
-0.8,1.9,-1.52,-1.47387
-0.7,-2,1.4,1.3746
-0.7,-1.9,1.33,1.33077
-0.7,-1.8,1.26,1.28359
-0.7,-1.7,1.19,1.2331
-0.7,-1.6,1.12,1.17939
-0.7,-1.5,1.05,1.12253
-0.7,-1.4,0.98,1.06262
-0.7,-1.3,0.91,0.999773
-0.7,-1.2,0.84,0.934133
-0.7,-1.1,0.77,0.865843
-0.7,-1,0.7,0.79507
-0.7,-0.9,0.63,0.721994
-0.7,-0.8,0.56,0.646809
-0.7,-0.7,0.49,0.569725
-0.7,-0.6,0.42,0.490963
-0.7,-0.5,0.35,0.410755
-0.7,-0.4,0.28,0.329345
-0.7,-0.3,0.21,0.246983
-0.7,-0.2,0.14,0.163929
-0.7,-0.1,0.07,0.0804454
-0.7,6.38378e-16,-4.46865e-16,-0.00319914
-0.7,0.1,-0.07,-0.0867357
-0.7,0.2,-0.14,-0.169895
-0.7,0.3,-0.21,-0.25241
-0.7,0.4,-0.28,-0.334016
-0.7,0.5,-0.35,-0.414457
-0.7,0.6,-0.42,-0.493481
-0.7,0.7,-0.49,-0.570847
-0.7,0.8,-0.56,-0.646323
-0.7,0.9,-0.63,-0.71969
-0.7,1,-0.7,-0.790742
-0.7,1.1,-0.77,-0.859287
-0.7,1.2,-0.84,-0.925149
-0.7,1.3,-0.91,-0.988166
-0.7,1.4,-0.98,-1.0482
-0.7,1.5,-1.05,-1.10511
-0.7,1.6,-1.12,-1.1588
-0.7,1.7,-1.19,-1.20917
-0.7,1.8,-1.26,-1.25614
-0.7,1.9,-1.33,-1.29967
-0.6,-2,1.2,1.18605
-0.6,-1.9,1.14,1.14812
-0.6,-1.8,1.08,1.10731
-0.6,-1.7,1.02,1.06365
-0.6,-1.6,0.96,1.01721
-0.6,-1.5,0.9,0.968058
-0.6,-1.4,0.84,0.916287
-0.6,-1.3,0.78,0.861999
-0.6,-1.2,0.72,0.805312
-0.6,-1.1,0.66,0.746355
-0.6,-1,0.6,0.685273
-0.6,-0.9,0.54,0.622222
-0.6,-0.8,0.48,0.55737
-0.6,-0.7,0.42,0.490897
-0.6,-0.6,0.36,0.422993
-0.6,-0.5,0.3,0.353857
-0.6,-0.4,0.24,0.283697
-0.6,-0.3,0.18,0.212727
-0.6,-0.2,0.12,0.141169
-0.6,-0.1,0.06,0.0692458
-0.6,6.38378e-16,-3.83027e-16,-0.00281347
-0.6,0.1,-0.06,-0.07478
-0.6,0.2,-0.12,-0.146424
-0.6,0.3,-0.18,-0.217519
-0.6,0.4,-0.24,-0.28784
-0.6,0.5,-0.3,-0.357165
-0.6,0.6,-0.36,-0.425282
-0.6,0.7,-0.42,-0.491983
-0.6,0.8,-0.48,-0.55707
-0.6,0.9,-0.54,-0.620354
-0.6,1,-0.6,-0.681657
-0.6,1.1,-0.66,-0.740812
-0.6,1.2,-0.72,-0.797667
-0.6,1.3,-0.78,-0.852082
-0.6,1.4,-0.84,-0.903928
-0.6,1.5,-0.9,-0.953096
-0.6,1.6,-0.96,-0.999488
-0.6,1.7,-1.02,-1.04302
-0.6,1.8,-1.08,-1.08363
-0.6,1.9,-1.14,-1.12126
-0.5,-2,1,0.993602
-0.5,-1.9,0.95,0.961722
-0.5,-1.8,0.9,0.927425
-0.5,-1.7,0.85,0.89075
-0.5,-1.6,0.8,0.851751
-0.5,-1.5,0.75,0.810493
-0.5,-1.4,0.7,0.767052
-0.5,-1.3,0.65,0.721516
-0.5,-1.2,0.6,0.673985
-0.5,-1.1,0.55,0.624568
-0.5,-1,0.5,0.573386
-0.5,-0.9,0.45,0.520571
-0.5,-0.8,0.4,0.466264
-0.5,-0.7,0.35,0.410615
-0.5,-0.6,0.3,0.353781
-0.5,-0.5,0.25,0.295929
-0.5,-0.4,0.2,0.237231
-0.5,-0.3,0.15,0.177864
-0.5,-0.2,0.1,0.118011
-0.5,-0.1,0.05,0.0578588
-0.5,6.38378e-16,-3.19189e-16,-0.00240583
-0.5,0.1,-0.05,-0.0625929
-0.5,0.2,-0.1,-0.122513
-0.5,0.3,-0.15,-0.181978
-0.5,0.4,-0.2,-0.240802
-0.5,0.5,-0.25,-0.298802
-0.5,0.6,-0.3,-0.355801
-0.5,0.7,-0.35,-0.411627
-0.5,0.8,-0.4,-0.466114
-0.5,0.9,-0.45,-0.519106
-0.5,1,-0.5,-0.570453
-0.5,1.1,-0.55,-0.620016
-0.5,1.2,-0.6,-0.667666
-0.5,1.3,-0.65,-0.713284
-0.5,1.4,-0.7,-0.756764
-0.5,1.5,-0.75,-0.79801
-0.5,1.6,-0.8,-0.836939
-0.5,1.7,-0.85,-0.873481
-0.5,1.8,-0.9,-0.907577
-0.5,1.9,-0.95,-0.939182
-0.4,-2,0.8,0.797893
-0.4,-1.9,0.76,0.772171
-0.4,-1.8,0.72,0.744515
-0.4,-1.7,0.68,0.71496
-0.4,-1.6,0.64,0.683551
-0.4,-1.5,0.6,0.65034
-0.4,-1.4,0.56,0.61539
-0.4,-1.3,0.52,0.578772
-0.4,-1.2,0.48,0.540566
-0.4,-1.1,0.44,0.500862
-0.4,-1,0.4,0.459757
-0.4,-0.9,0.36,0.417356
-0.4,-0.8,0.32,0.373771
-0.4,-0.7,0.28,0.329123
-0.4,-0.6,0.24,0.283538
-0.4,-0.5,0.2,0.237147
-0.4,-0.4,0.16,0.190086
-0.4,-0.3,0.12,0.142498
-0.4,-0.2,0.08,0.0945255
-0.4,-0.1,0.04,0.0463169
-0.4,6.38378e-16,-2.55351e-16,-0.00197937
-0.4,0.1,-0.04,-0.0502133
-0.4,0.2,-0.08,-0.0982351
-0.4,0.3,-0.12,-0.145896
-0.4,0.4,-0.16,-0.193048
-0.4,0.5,-0.2,-0.239548
-0.4,0.6,-0.24,-0.285253
-0.4,0.7,-0.28,-0.330028
-0.4,0.8,-0.32,-0.373741
-0.4,0.9,-0.36,-0.416265
-0.4,1,-0.4,-0.457484
-0.4,1.1,-0.44,-0.497284
-0.4,1.2,-0.48,-0.535561
-0.4,1.3,-0.52,-0.572222
-0.4,1.4,-0.56,-0.607178
-0.4,1.5,-0.6,-0.640353
-0.4,1.6,-0.64,-0.67168
-0.4,1.7,-0.68,-0.701099
-0.4,1.8,-0.72,-0.728564
-0.4,1.9,-0.76,-0.754037
-0.3,-2,0.6,0.599585
-0.3,-1.9,0.57,0.580111
-0.3,-1.8,0.54,0.559198
-0.3,-1.7,0.51,0.536873
-0.3,-1.6,0.48,0.51317
-0.3,-1.5,0.45,0.48813
-0.3,-1.4,0.42,0.461799
-0.3,-1.3,0.39,0.434232
-0.3,-1.2,0.36,0.40549
-0.3,-1.1,0.33,0.375638
-0.3,-1,0.3,0.344749
-0.3,-0.9,0.27,0.312903
-0.3,-0.8,0.24,0.280183
-0.3,-0.7,0.21,0.246678
-0.3,-0.6,0.18,0.212481
-0.3,-0.5,0.15,0.177691
-0.3,-0.4,0.12,0.142407
-0.3,-0.3,0.09,0.106735
-0.3,-0.2,0.06,0.070781
-0.3,-0.1,0.03,0.0346536
-0.3,6.38378e-16,-1.91513e-16,-0.00153735
-0.3,0.1,-0.03,-0.0376814
-0.3,0.2,-0.06,-0.0736679
-0.3,0.3,-0.09,-0.109387
-0.3,0.4,-0.12,-0.14473
-0.3,0.5,-0.15,-0.17959
-0.3,0.6,-0.18,-0.213863
-0.3,0.7,-0.21,-0.247447
-0.3,0.8,-0.24,-0.280246
-0.3,0.9,-0.27,-0.312165
-0.3,1,-0.3,-0.343117
-0.3,1.1,-0.33,-0.373018
-0.3,1.2,-0.36,-0.40179
-0.3,1.3,-0.39,-0.429363
-0.3,1.4,-0.42,-0.455671
-0.3,1.5,-0.45,-0.480656
-0.3,1.6,-0.48,-0.504266
-0.3,1.7,-0.51,-0.526459
-0.3,1.8,-0.54,-0.547197
-0.3,1.9,-0.57,-0.566452
-0.2,-2,0.4,0.399371
-0.2,-1.9,0.38,0.386212
-0.2,-1.8,0.36,0.372117
-0.2,-1.7,0.34,0.357104
