x,sin_x,ann_x
1.325,0.472031,0.488118
1.35,0.42738,0.458089
1.375,0.381661,0.427143
1.4,0.334988,0.395322
1.425,0.287478,0.362665
1.45,0.239249,0.32921
1.475,0.190423,0.294995
1.5,0.14112,0.260058
1.525,0.0914646,0.224433
1.55,0.0415807,0.188158
1.575,-0.00840725,0.151265
1.6,-0.0583741,0.11379
1.625,-0.108195,0.075764
1.65,-0.157746,0.0372194
1.675,-0.206902,-0.00181294
1.7,-0.255541,-0.0413029
1.725,-0.303542,-0.0812213
1.75,-0.350783,-0.12154
1.775,-0.397148,-0.162231
1.8,-0.44252,-0.203269
1.825,-0.486787,-0.244627
1.85,-0.529836,-0.28628
1.875,-0.571561,-0.328205
1.9,-0.611858,-0.370378
1.925,-0.650625,-0.412777
1.95,-0.687766,-0.45538
1.975,-0.723188,-0.498166
2,-0.756802,-0.541115
2.025,-0.788525,-0.584208
2.05,-0.818277,-0.627425
2.075,-0.845984,-0.670749
2.1,-0.871576,-0.714162
2.125,-0.894989,-0.757648
2.15,-0.916166,-0.80119
2.175,-0.935053,-0.844773
2.2,-0.951602,-0.888383
2.225,-0.965773,-0.932004
2.25,-0.97753,-0.975623
2.275,-0.986844,-1.01923
2.3,-0.993691,-1.0628
2.325,-0.998054,-1.10634
2.35,-0.999923,-1.14982
2.375,-0.999293,-1.19325
2.4,-0.996165,-1.2366
2.425,-0.990547,-1.27986
2.45,-0.982453,-1.32304
2.475,-0.971903,-1.36611
2.5,-0.958924,-1.40906
2.525,-0.943549,-1.4519
