-12.475,0.181726,-0.489461
-12.45,0.230646,-0.4891
-12.425,0.278989,-0.488739
-12.4,0.326635,-0.488376
-12.375,0.373465,-0.488012
-12.35,0.419361,-0.487647
-12.325,0.464209,-0.48728
-12.3,0.507897,-0.486912
-12.275,0.550315,-0.486543
-12.25,0.591358,-0.486173
-12.225,0.630922,-0.485801
-12.2,0.66891,-0.485428
-12.175,0.705226,-0.485054
-12.15,0.739779,-0.484678
-12.125,0.772483,-0.484301
-12.1,0.803256,-0.483923
-12.075,0.832021,-0.483543
-12.05,0.858707,-0.483162
-12.025,0.883247,-0.48278
-12,0.905578,-0.482396
-11.975,0.925647,-0.482011
-11.95,0.943401,-0.481625
-11.925,0.958798,-0.481237
-11.9,0.971798,-0.480848
-11.875,0.98237,-0.480457
-11.85,0.990486,-0.480065
-11.825,0.996126,-0.479672
-11.8,0.999276,-0.479277
-11.775,0.999929,-0.478881
-11.75,0.998082,-0.478484
-11.725,0.993741,-0.478085
-11.7,0.986916,-0.477684
-11.675,0.977624,-0.477283
-11.65,0.965888,-0.476879
-11.625,0.951738,-0.476475
-11.6,0.93521,-0.476068
-11.575,0.916344,-0.475661
-11.55,0.895187,-0.475252
-11.525,0.871793,-0.474841
-11.5,0.84622,-0.474429
-11.475,0.818532,-0.474016
-11.45,0.788798,-0.473601
-11.425,0.757093,-0.473184
-11.4,0.723495,-0.472766
-11.375,0.688088,-0.472347
-11.35,0.650962,-0.471926
-11.325,0.612209,-0.471503
-11.3,0.571926,-0.471079
-11.275,0.530213,-0.470653
-11.25,0.487175,-0.470226
-11.225,0.442919,-0.469797
-11.2,0.397556,-0.469367
-11.175,0.351199,-0.468935
-11.15,0.303965,-0.468501
-11.125,0.25597,-0.468066
-11.1,0.207336,-0.46763
-11.075,0.158184,-0.467191
-11.05,0.108637,-0.466751
-11.025,0.0588175,-0.46631
-11,0.00885131,-0.465867
-10.975,-0.041137,-0.465422
-10.95,-0.0910224,-0.464976
-10.925,-0.14068,-0.464527
-10.9,-0.189987,-0.464078
-10.875,-0.238818,-0.463626
-10.85,-0.287053,-0.463173
-10.825,-0.33457,-0.462719
-10.8,-0.38125,-0.462262
-10.775,-0.426978,-0.461804
-10.75,-0.471639,-0.461344
-10.725,-0.515121,-0.460883
-10.7,-0.557315,-0.46042
-10.675,-0.598116,-0.459955
